season,episode,rating
1,1,9.1
1,2,9
1,3,8.1
1,4,8.3
1,5,9.4
1,6,8.7
1,7,7.3
1,8,9.2
1,9,8.9
2,1,7.2
2,2,9.2
2,3,6.7
2,4,6.1
2,5,7.1
2,6,8.4
2,7,6.2
