season,episode,rating
1,1,8.2
1,2,8.5
1,3,8.3
1,4,8.5
1,5,8.3
1,6,8.2
1,7,8.3
1,8,9.3
1,9,8.7
1,10,9
1,11,8.7
1,12,9.7
1,13,9.6
1,14,8.8
1,15,9.1
