season,episode,rating
1,1,7.6
1,2,8
1,3,8.5
2,1,7.9
2,2,7.9
2,3,6.5
2,4,9.1
3,1,8.3
3,2,8
3,3,8.4
3,4,8.5
3,5,7.5
3,6,8.4
4,1,8.3
4,2,7.3
4,3,7.3
4,4,8.7
4,5,6.6
4,6,8.6
5,1,6.8
5,2,7.5
5,3,6.1
6,1,7.4
6,2,7.3
6,3,7.4
6,4,5.3
6,5,6.7
7,1,8.1
7,2,7.2
7,3,6.7
7,4,7.1
7,5,8.1
7,6,8.1
