season,episode,rating
1,1,7.9
1,2,7.3
1,3,8.8
1,4,7.6
1,5,8.1
1,6,8.8
1,7,7.9
1,8,8.6
1,9,9.1
1,10,9.3
2,1,8.3
2,2,8.7
2,3,8.3
2,4,8.6
2,5,8.9
2,6,8.9
2,7,9.3
2,8,9.6
2,9,8.4
2,10,9.5
3,1,8.8
3,2,8.7
3,3,8.4
3,4,9.2
3,5,8.7
3,6,9
3,7,9.3
3,8,9.5
