season,episode,rating
1,1,8.2
1,2,7.7
1,3,8.5
1,4,8.4
1,5,8.2
1,6,8.1
1,7,8.3
1,8,8.8
2,1,8.5
2,2,7.6
2,3,7.7
2,4,7.7
2,5,7.9
2,6,7.9
2,7,8.1
2,8,8.4
3,1,6.7
3,2,6
3,3,5.7
3,4,5.4
3,5,5.9
3,6,6.7
3,7,4.3
3,8,5.3
