season,episode,rating
1,1,7.7
1,2,8.5
1,3,8.2
1,4,8.2
1,5,8.5
1,6,7.8
1,7,8.2
1,8,8.1
1,9,8.5
1,10,9.1
2,1,8.1
2,2,8.6
2,3,8.2
2,4,8.5
2,5,8.9
2,6,8.1
2,7,8.1
2,8,8.5
2,9,8.7
