season,episode,rating
1,1,8.7
1,2,8.3
1,3,8.7
1,4,8.4
1,5,8.8
1,6,8
1,7,9.1
1,8,9.3
1,9,8.7
1,10,9.2
2,1,8.2
2,2,8.2
2,3,7.6
2,4,9.4
2,5,7.3
2,6,6.3
2,7,8.8
2,8,6.4
