season,episode,rating
1,1,8.1
1,2,8.5
1,3,8.2
1,4,8.8
1,5,8
1,6,8
1,7,8.1
1,8,8.6
1,9,8.5
1,10,9.6
2,1,7.1
2,2,7.5
2,3,7.2
2,4,6.7
2,5,7.2
2,6,7.3
2,7,7.3
2,8,8.5
2,9,8.1
2,10,6.7
3,1,7.1
3,2,7.8
3,3,7.7
3,4,7.4
3,5,6.1
3,6,7.6
3,7,7.4
3,8,7.4
3,9,8.7
3,10,8.3
