season,episode,rating
1,1,9.1
1,2,8.5
1,3,8.1
1,4,7.9
1,5,8.4
1,6,9.1
1,7,8.4
1,8,9.4
1,9,9.2
1,10,8.7
2,1,8.1
2,2,8.1
2,3,8.3
2,4,8.2
2,5,8.8
2,6,9
2,7,9.2
2,8,8.5
2,9,8.5
2,10,9.2
2,11,8.4
2,12,8.8
3,1,8.7
3,2,9.1
3,3,8.7
3,4,8.2
3,5,9.7
3,6,9.7
3,7,9
3,8,9.2
3,9,8.6
3,10,9.5
4,1,9.3
4,2,8.7
4,3,8.6
4,4,8.8
4,5,9.7
4,6,9.1
4,7,9.9
4,8,9.2
4,9,9.7
4,10,8.2
4,11,9.4
4,12,9.5
4,13,9.8
